SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,IMG_URL,DESCRIPTION
Anas erythrorhyncha,Red-billed Duck,rebduc1,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/168733221/1800,"This small duck has a solidly chocolate-brown ‘skull cap’, white cheeks, and a distinctive pink-red bill with a dark saddle. In flight, the buff flight feathers with a black stripe are distinctive on otherwise all-brown wings. It prefers foraging on open fresh water, with seeds and plant matter forming the majority of its diet. The similar Blue-billed Teal differs from Red-billed Duck by being smaller and having a silvery-blue bill and dark smudges on the cheeks. Cape Teal and Bernier’s Teal (the latter endemic to Madagascar) both lack the strongly contrasting face pattern of Red-billed Duck."
Anas acuta,Northern Pintail,norpin,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/71206681/1800,"Elegant, slender duck with long neck and tail. Males have a chocolate brown head with a white slash coming up the neck, white breast, and mostly gray body. Females are patterned light brown. Forages in wetlands and in fields on agricultural waste grains."
Anas eatoni,Eaton's Pintail,eatpin1,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/29000311/1800,"A small, mostly cinnamon-colored duck with dark brown cheek spot and a bluish bill with dark central ridge. Males have elongated central tail feathers and a green wing panel that is visible in flight. Mostly found on inland fresh water sources including lakes, streams and bogs. In winter forms coastal flocks of up to 200. Eaton’s Pintail is easily separated from the only other duck in its range, Mallard, by its much smaller size and its plain cinnamon appearance."
Anas georgica,Yellow-billed Pintail,yebpin1,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/70272291/1800,"Handsome and generally common dabbling duck of wetlands, lakes, and river mouths. Sexes look alike with a bright yellow bill (duller for a short while on young birds), a plain and rather “soft-faced” brown head, and dark-mottled sides. Also note its elegant shape with a slender neck and long pointed tail. Yellow-billed Teal look somewhat similar (and often occurs in same areas) but Yellow-billed Teal are smaller and more compact with a darker head and plain grayish sides."
Anas crecca,Green-winged Teal,gnwtea,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/49453131/1800,"Tiny duck with a petite, thin bill. Males have a brown head with a wide green swatch behind the eye, creamy speckled breast, and mostly gray body. Females are brown, darker overall than other dabbling ducks. Forages by dabbling and tipping-up to reach submerged aquatic vegetation. Also regularly walks around mudflats to feed."
Anas andium,Andean Teal,spetea3,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/120871651/1800,"Small duck found in high elevation lakes and wetlands from Venezuela to southern Ecuador. Dark grayish-brown overall with spotted breast and fine vermiculations on head. Dark gray bill. Sexes similar. Usually uncommon; not as numerous as its southern counterpart, Yellow-billed Teal. Typically seen in pairs or small groups."
Anas flavirostris,Yellow-billed Teal,yebtea1,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/47650241/1800,"Widespread and often common small duck of wetlands, lakes, river mouths, Andean bogs, and streams. Rather small and compact with a dark head, a bright yellow bill (duller for a short while on young birds), and plain grayish sides. The similar Yellow-billed Pintail is larger and more elegant with a paler head and mottled sides. Teal populations in the high Andes (“Altiplano Teal”) have noticeably paler gray sides than southern lowlands birds (“Austral Teal”)."
Anas albogularis,Andaman Teal,andtea1,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/137585281/1800,"A small brown duck with a pale throat and scalloped plumage. The face is sometimes all white, but always has a white eye-ring. In flight, there is a white panel on the upperwing and white “armpits” on the underwing. Quite gregarious, gathering in marshy waterbodies. Nests in tree holes."
Anas gibberifrons,Sunda Teal,suntea1,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/110353491/1800,"Small, dull, brown duck with ruby-red eyes. Also note rounded forehead with noticeable bulge and bright green-and-white wing patches. Found in freshwater, brackish, and occasionally marine habitats; forages primarily by dabbling. Typically moves in pairs or small groups."
Anas gracilis,Gray Teal,gretea1,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/84413321/1800,"Plain grayish mottled duck with a rounded crown. Note plain face lacking the bold stripes of Pacific Black Duck. White wing panels are distinctive in flight compared to purple/green of Pacific Black Duck. Told from female Chestnut Teal by the much paler neck/throat. One of the most common ducks in many waterways, forming enormous flocks numbering in the 1000s."
Anas castanea,Chestnut Teal,chetea1,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/51411771/1800,"Male is very distinctively marked with a metallic green head, and rich chestnut flanks, but the female is a plain gray duck with a rounded crown. Female distinguished from Gray Teal by slightly darker neck/throat. White wing panels are distinctive in flight compared to purple/green of Pacific Black Duck."
Anas bernieri,Bernier's Teal,bertea1,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/46523211/1800,"A small brown duck with a long bill and tail. In flight, look for a green stripe between two white stripes on the wing. Usually found in saltwater or brackish wetlands, especially on mudflats and in mangroves. Has the odd habit of dabbling on mudflats, usually in pairs. Sometimes found in shallow freshwater wetlands. Rare, endangered, and very local in western Madagascar. Similar in size to Red-billed Duck and Blue-billed Teal, but Bernier’s Teal has a pale cap and a pale pink rather than red or blue bill."
Anas aucklandica,Auckland Islands Teal,auitea1,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/116831361/1800,"Small, flightless dark brown duck, endemic to New Zealand. Males have green iridescence on head, dark chestnut-colored breast, and lightly barred flanks. Females are uniformly dark brown. Both sexes have distinct white eye-ring. Confined to the Auckland islands, where it occurs on all major islands except the main Auckland Island. Found on sheltered shorelines rummaging through windblown kelp piles. Also found on streams with adequate cover of tussock and sedges. Males give a soft trill as an alarm or territorial call. Females give a growl and a rapid quack. Distinguished from other New Zealand endemic teal species by location and light barring on sides."
Anas nesiotis,Campbell Islands Teal,caitea1,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/89314711/1800,"The smallest of the three endemic New Zealand teal species. Small, flightless dark brown duck. Males have green iridescence on head and dark chestnut-colored breast. Females are uniformly dark brown. Both sexes show bold white eye-ring. More secretive than the closely related Auckland Islands Teal; most often found on the shoreline foraging through piles of seaweed or rocks. Also can be found on peaty streams or in wetland pools with adequate cover from sedges and tussock. Confined to Campbell Islands other than an introduction on Codfish Island, where a small population remains. Males give a soft trill as an alarm or territorial call. Females give a growl and a rapid quack. Distinguished from other New Zealand endemic teal species by location and more prominent white eye-ring."
Anas chlorotis,Brown Teal,brotea1,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/52500681/1800,"Largest of the three endemic New Zealand teal species. Both sexes are primarily dark brown in color. Male in breeding plumage has green iridescence on head. Females and juveniles are a duller dark mottled brown. Both sexes show conspicuous white eye-ring around a dark brown eye. Mostly restricted to northern North Island (Northland, Great Barrier Island, and Coromandel Peninsula). Successfully bred in captivity for reintroduction efforts across the country in predator controlled areas. Crepuscular to nocturnal, favoring margins of small streams with overhanging vegetation and even stock ponds for feeding and breeding. Distinguished from similar looking Gray Teal and vagrant Chestnut Teal by lack of red eye, and lack of obvious white patches on the upperwing."
Malacorhynchus membranaceus,Pink-eared Duck,pieduc1,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/116066731/1800,"A distinctive species with fine zebra-striped plumage and a long and shovel-shaped bill giving a fang-like appearance. Typically feeds by swimming in tight circles. Like many waterbirds in inland Australia, it moves around a lot, and can be found in very large numbers when conditions are right."
Marmaronetta angustirostris,Marbled Duck,martea1,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/66192641/1800,"Small, subtly beautiful, gray-brown duck with a black eye-mask, long neck and wings, and dark bill. Vaguely resembles a female pintail. Both sexes are similar but males sport a more prominent shaggy crest. In flight looks pallid, with whitish underwings, pale secondaries, and dark wingtips. Mostly silent. Typically found in shallow, freshwater or brackish wetlands with abundant emergent vegetation."
Asarcornis scutulata,White-winged Duck,whwduc1,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/50986711/1800,"Odd shy duck with a distinctly ‘farmyard’ appearance. Distinctive white head can be quite clean-looking or densely speckled with black, depending on age and sex. When at rest or foraging, predominantly dark with white patches in the wings and on the head. Extensive white wing patches most noticeable when the bird is in flight. Inhabits quiet, secluded forest waterways. Retreats into undisturbed recesses of these waterways outside of dawn and dusk."
Netta rufina,Red-crested Pochard,recpoc,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/23442101/1800,"A diving duck of larger lakes and reservoirs, especially with fringing reeds. Male striking and unmistakable with large, rounded, rusty-orange head, long red bill, and black breast. Female rather drab but distinctive: dirty buff overall with pale cheeks, dark face, and rounded brown cap. In flight, both sexes show a thick white wing stripe and whitish underwings. Feeds mainly by dabbling and upending. A common feature of waterfowl collections in European town and city parks."
Netta erythrophthalma,Southern Pochard,soupoc1,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/47865271/1800,Very dark-looking duck with a broad white wing band that is visible in flight. Males are mostly glossy black with chestnut wings and a pale gray bill. Females have a different head pattern with white at the bill base and a crescent behind the eye. Inhabits lakes and pools with abundant vegetation.
Netta peposaca,Rosy-billed Pochard,robpoc1,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/24889071/1800,"Males are unmistakable with a black head, back, and tail, white vent, gray sides, and a striking red bill with a swollen lump at the base. Females are dull brown with a dark bill, white belly, and white eyerings. Both sexes have striking white flight feathers. Generally found in fresh and saline wetlands with abundant vegetation."
Aythya valisineria,Canvasback,canvas,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/27272431/1800,"Attractive duck with distinctive triangular head; forehead slopes seamlessly into the long bill. Males are white-bodied with black chest, reddish-brown head, and red eye. Females are dull grayish-brown with unique head profile and dark brown eye. Breeds in lakes and marshes. Winters in any large body of water with submerged aquatic vegetation on which to feed. Dives frequently, searching for vegetation and invertebrates. Often gathers in large flocks in nonbreeding season."
Aythya americana,Redhead,redhea,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/136555251/1800,"This attractive diving duck often gathers by the thousands on lakes or bays in the winter. Males have cinnamon-colored head, yellow eye, and gray body. Females are plain brown overall, a lighter blond color than scaup and Ring-necked Duck. Also note evenly rounded head shape. About the size of Greater Scaup, but slightly larger than Lesser Scaup and Ring-necked Duck—this can be helpful when they are together in mixed flocks. Best separated from Canvasback by head and bill shape and male’s darker gray body. Breeds on marshy freshwater ponds and lakes; winters in flocks on any large body of water, often mixed with other diving ducks. Dives frequently to reach submerged aquatic vegetation."
Aythya ferina,Common Pochard,compoc,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/204243991/1800,"Mid-sized diving duck. Male distinctive, with dark rusty head, pale gray body contrasting with black breast, and broad pale bluish band on bill. Female rather nondescript: gray-brown overall with diffuse pale head markings. Note sloping forehead and dark gray bill with pale band near tip. In flight grayish overall (lacks bold white wing stripe). Inhabits marshy and reed-fringed lakes to open reservoirs; locally on the sea in winter, especially when lakes freeze. Locally in flocks, and often associates with winter flocks of Tufted Ducks. Feeds mainly by diving."
Aythya collaris,Ring-necked Duck,rinduc,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/215033981/1800,"A relatively small diving duck with a tall peaked crown. Males are handsome with glossy black head and back, clean gray sides, and a brighter white spur on the side. Females are grayish-brown, often with a paler patch at the base of the bill and a white eyering. Both sexes have a white band near the tip of gray bill. Also note gray, not white, wingstripe in flight. Usually favors small bodies of water, such as beaver ponds and cattail marshes, but also occurs on larger lakes, rivers, and bays. Can be found in mixed flocks with other diving ducks, although usually in smaller numbers than scaup. Compare with both species of scaup and Redhead (especially females)."
Aythya nyroca,Ferruginous Duck,ferduc,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/136349881/1800,"Rich rusty brown overall with contrasting white triangular patch under tail; male has pale eye. Also note peaked crown and rather long gray bill. In flight, both sexes show bold white wing stripe. Compare with female Tufted Duck (can have similar white patch under tail). Inhabits lakes and marshes, usually with surrounding reeds. Rather shy and often stays hidden in reeds, but at other times out in open water with flocks of Tufted Duck and Common Pochard."
Aythya innotata,Madagascar Pochard,madpoc1,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/109747411/1800,"Extremely rare diving duck that was long thought extinct before being rediscovered in 2006 in a remote site in northern Madagascar. A large duck that is mostly rich brown, with white under the tail. Shows a conspicuous white wing stripe in flight. Males have a pale eye and females a dark one. Lives on freshwater lakes and wetlands. Dives frequently, like a grebe, but is much larger. Lacks the pale face of White-faced Whistling-Duck. Smaller than Meller’s Duck, with darker brown coloration and white under the tail."
Aythya baeri,Baer's Pochard,baepoc1,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/43454311/1800,"Extremely rare diving duck. Breeding male has a dark green gloss to the head, but often seems dark-headed in poor lighting. Non-breeding males are duller, but have pale eyes. Females and immatures have dark brown heads and dark eyes. Boldly patterned chestnut-and-white sides unique among ducks; compare the brown sides of Ferruginous Duck and pale sides of Common Pochards, both similar species. Can be difficult to separate from Ferruginous Duck, with which it sometimes hybridizes; note less extensive white wing panels in present species. During the colder months, often found singly or in small groups within non-breeding flocks of more common duck species. Breeds on sheltered, well-vegetated lakes; prefers large open bodies of water in the winter."
Aythya australis,Hardhead,wheduc1,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/472263821/1800,"Chocolate brown diving duck with white rump and large white panels in the wings. Male has white eyes. Female is slightly paler with dusky eyes. Similar to Musk and Blue-billed Ducks, but Hardhead sits higher in the water, has a white patch on the rump, and lacks a spiky tail."
Aythya fuligula,Tufted Duck,tufduc,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/219416591/1800,"Common in wetlands from marshy and reed-fringed lakes to open reservoirs; locally on the sea in winter, especially when lakes freeze. Boldly patterned male distinctive: black overall with bright white flanks (whiter than scaup) and floppy crest. Female dark brown overall with short crest, paler flanks, staring golden-yellow eyes, and often a messy white patch at base of bill. In flight, both sexes show bold white wingstripe. Often in flocks in winter; feeds mainly by diving, but often spends much of day sleeping. Widespread breeder across Eurasia, wintering to central Africa, India, and Southeast Asia. Rare winter vagrant to North America, where almost always found singly among flocks of scaup. Compared with scaup, Tufted Duck always shows very dark blackish back, and even nearly tuftless females are darker than scaup with more limited white patch on face."
Aythya novaeseelandiae,New Zealand Scaup,nezsca1,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/35925731/1800,"New Zealand endemic diving duck. Widely but patchily distributed throughout North and South Islands; not found on Stewart Island, and no longer present on Chatham Islands. Unlike any other resident duck species. Compact and dark; floats on water with cork-like buoyancy, showing bath-toy duck silhouette. Forms large flocks, often congregating in sheltered areas near willows or reed beds. Spends a lot of time underwater, where it can travel considerable distances. Sexes alike but distinguishable. Male has dark black plumage, iridescent blue-green head and wings, and yellow iris. Female is duller brown with brown iris. Flies with very fast wingbeats, often just above the water’s surface. Vagrant Hardhead differs in its white iris, white undertail, and white “saddle” on bill."
Aythya marila,Greater Scaup,gresca,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/150567911/1800,"Round-headed diving duck. Males have black breast, medium gray back, white sides, and yellow eye. Head appears black with a greenish sheen in good lighting, never purplish. Females are brown overall, grayer on body in winter, with white patch at base of bill and yellow eye. Very similar to Lesser Scaup; note smoothly rounded head without tall peak, puffier cheeks, more extensive white stripe on wing in flight, and larger, broader bill. Can be similar to immature male and female Tufted Duck, but note smoothly rounded head and more extensive white bill base patch in females. Often in flocks with other Aythya ducks. Tends to prefer saltwater bays and coves, but also found in freshwater."
Aythya affinis,Lesser Scaup,lessca,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/27322491/1800,"Peak-headed diving duck. Males have black breast, finely-barred gray back, whitish sides (often slightly dusty-looking), and yellow eye. Head appears black with a purplish or greenish sheen in good light. Females are brown overall with white patch at base of bill and yellow eye. Very similar to Greater Scaup; note Lesser’s peaked head shape with angle near the rear of crown, slimmer cheeks, less extensive white stripe on wing in flight, and smaller, narrower bill. Also similar to Ring-necked Duck, but Lesser Scaup has grayer back and whiter sides. Usually in flocks or pairs on a variety of wetland habitats, from small ponds to large lakes and bays. Slightly more likely to be seen on smaller bodies of water, especially fresh water, than Greater Scaup, but much overlap. Frequently in mixed flocks with other Aythya ducks. Widespread across North America, with more southerly range extent than Greater Scaup, regularly reaching northern South America."
